payers_tin,recipients_tin,payers_name,payers_add,payers_city,payers_state,payers_cont,payers_zip,payers_phn_no,recipient_name,rec_street,rec_cit,rec_stat,rec_cont,rec_zip,rec_acc,one_a,one_b,two_a,caledar_year,two_b,two_c,two_d,two_e,two_f,three,four,five,six,seven,eight,nine,ten,twle,trten,forten,fiften,sixten,company_name,coid
936 76-7224,987-85-9872,Bhala Ok,"493 Wiggins Green Apt. 151
Debraside, OK 95120",Rancho Cucamonga,Louisiana,Sweden,74183,5216487583,Jacob Norris,112 Woodard Mall,Costa Mesa,Minnesota,Palestine,22564,OULW75684370464662,88318.35,17467.34,22463.47,2016,22753.69,49919.22,19461.82,94118.6,32258.92,86329.44,35653.16,6859.72,34877.12,37739.77,US,53319.84,19384.14,6577.61,34167.28,WY,278-94-4525,2282.74,Amgen,AMGN
937 82 3393,976 85-2345,Julie Martin Boykin,"285 Allison Knoll
Lake Angelaton, KS 68018",Fishers,Wisconsin,Guinea,55091,2624285261,Jon Paris,862 James Path Apt. 332,Downey,Michigan,Tunisia,6116,VJLG72023229463176,64757.94,26428.73,98677.67,1994,91690.66,45367.03,73763.66,68351.66,89114.16,18112.66,26810.69,9721.34,81530.03,14055.22,US,57006.75,86891.03,90406.56,58518.49,WV,052-98-0476,32460.93,Philip Morris,PM
980 83 8880,955-81 0048,زعيم قامشلو,"94097 Claudia Radial Suite 579
Michaelchester, PR 72561",Roseville,Maryland,Peru,16608,729.554.1212,Abril Valenzuela,00456 Hughes Turnpike,Santa Maria,Kansas,Suriname,54098,BMSV88863925280236,43052.81,3790.5,98036.93,1999,92874.37,71967.09,39594.69,62997.95,39820.98,2937.29,47035.02,39012.12,40302.12,77184.36,US,81786.16,83799.44,7835.11,19430.96,MS,140-34-1171,4220.66,Morgan Stanley,MS
995 80 1587,922 76-4493,Jana Freeh,"979 William Spring Suite 962
Davidberg, MO 81564",St. Joseph,Montana,Rwanda,3675,815.946.2156,Brie Mccann,2971 Goodwin Meadow,Providence,Montana,Sweden,97199,EPBM33488285356281,21455.92,30731.98,50881.84,2002,61759,47093.79,14678.45,43768.69,37407.68,77.57,88176.2,91020.73,42583.19,91507.67,US,40200.44,15414.91,74014.78,69704.19,KS,620-03-0620,1055.4,Lowe's Companies,LOW
948 82 0361,951-89-7215,Shillong Teer King,"8002 Murphy Green
New Lanceland, OK 10220",Trenton,Illinois,Vatican City,90080,612.357.6346,Ralph Mcdermott,4714 Harris Spur,Erie,Alabama,Thailand,5572,NILC44030030466782,34005.33,92419.14,39614.94,2020,39570.08,49818.14,40069.61,76998.15,44013.38,65764.79,75141.69,1504.54,50935.96,99643.32,US,45128,40848.27,19306.76,60103.02,OR,196-82-1502,28650.17,ConocoPhillips,COP
901 86 6139,990 87-2133,Raju Kumar,"470 Miles Cliffs
Burketon, CT 86967",Phoenix,Idaho,Ghana,84713,+1-846-932-2937,Jared Gautreau,313 Brian Burgs Suite 083,Modesto,Connecticut,Malta,47861,KOAO98911054017626,89947.84,30068.87,53220.17,2019,99515.24,85865.21,87748.23,34756.8,54648.33,96372.33,98876.37,47725.03,89628.29,76073.01,US,22235.01,17911.42,47548.89,86247,UT,087-92-4764,32950.69,Intuitive Surgical,ISRG
940-70 6286,989 89 5242,ﻗﺎﻫﺮ ﺍﻟﻨﺴﺎء ﻗﺎﻫﺮ ﺍﻟﻨﺴﺎء,"33220 Wright Path
Lake Daniel, WI 19174",Hartford,Hawaii,Niger,51879,784-948-4789,Tyran Jackson,8455 Jennifer Plaza Apt. 992,Lafayette,Montana,Armenia,67450,GXRR36816874658415,96829.55,25396.25,49036.62,2008,31451.38,29746.35,57271.92,45464.49,30307.99,46419.27,79589.54,17090.04,3095.37,53380.52,US,17768.31,63460.86,8542.91,39806.57,NV,671-99-7260,6208.4,Stryker Corporation,SYK
997 73-8651,925-86-0563,Debra Krause,"834 Derek Parkways
Elizabethchester, VT 73368",Buffalo,Rhode Island,Pakistan,42085,+1-821-821-5254,Hobbit Ac,04183 Lisa Rue,Billings,Montana,China,6235,FIWG27243981666735,33720.2,82276.86,40179.82,2020,35491.92,75425.85,69394.54,89657.39,93484.39,30121.51,88372.92,39801.93,81267.59,78823.82,US,45564.11,77791.26,86645.05,76211.75,WV,341-60-7367,27927.53,S&P Global,SPGI
900 78-5768,903 80 8447,ابو علي العدواني,"029 Sanders Curve Suite 562
West Sydneyfort, MD 39313",Macon,Colorado,Denmark,2474,(541)214-5234,Caleb Brouillette,8965 Morales Throughway Apt. 978,Mount Vernon,Indiana,Namibia,84264,XGTI36888663601422,20363.57,99093.46,34746.53,2006,80117.01,82718.26,44368.35,55488.65,87311.63,57454.39,97755.03,25989.38,7415.19,8898.52,US,42258.15,2705.04,92244.25,78707.73,HI,320-99-5564,21684.55,United Parcel Service,UPS
907 88 5259,914 82-5730,Kartik Sharma,"14898 Jackson Knoll
South Virginia, WV 16404",Round Rock,Oregon,Niger,92482,001-481-554-6186,Kel Rudison,332 Shannon Ville Apt. 738,Mount Vernon,Illinois,Oman,30577,SFAJ11631633390862,24240.6,1501.18,40291.05,2019,47952.28,93349.82,80385.74,63102.96,79932.46,96108.43,58381.47,86744.35,71964.42,32699.5,US,48924.9,43638.79,26825.33,79300.43,TN,724-27-0027,25863.1,Honeywell,HON
943-82-3307,968-74 3548,Hosman Modonmai,"9830 Castro Ports
South Josephchester, NE 18449",Lynchburg,New Jersey,Saint Lucia,69703,001-298-360-5214,Hdjck Njdjcn,427 Mary Fall,Southfield,South Carolina,Finland,89025,CQLI71261751386104,15662.34,210.3,14171.58,1999,96322.98,72030.84,32707.34,65672.71,26481.82,81118.3,14045.68,53877.34,14446.03,2838.49,US,73698.13,67368.88,40448.19,85468.83,CO,325-09-4433,83334.33,Goldman Sachs,GS
998 80 5280,906-75 5128,Prashant K Prs,"497 Reed Circles
New Cynthia, VI 42449",San Mateo,Alaska,Canada,67261,708-528-6408,Brianna Hines,7769 Harmon Crescent,Chesapeake,Florida,Vatican City,23136,FBHF58050470031059,76871.81,64034.95,51378.82,2015,54720.15,78311.87,61752.71,73326.14,47713.29,33379.95,2640.99,53252.57,18518.55,57820.16,US,51709.48,17188.74,5090.62,28453.18,NV,205-55-6187,65812.51,BlackRock,BLK
905 72-0018,959 85 3014,حلبي ازعر,"6787 Reginald Union Apt. 284
East Lacey, VT 80530",Hammond,Louisiana,Syria,80241,841-475-8627,Gulab Gyan,20261 David Mission,Irvine,Michigan,Maldives,82017,HZJK97005317202469,65888.63,89798.12,72254.84,1993,52076.66,10231.34,66662.73,15863.3,22914.82,31420.29,57877.8,15322.79,71743.27,59695.04,US,75023.38,63138.88,71228.71,51702.73,OK,710-63-3816,33603.39,Prologis,PLD
944 77 1064,908-82 2164,Deep Das,"91611 Foster Meadow Suite 305
South Matthew, NY 53015",Union City,Illinois,Algeria,40715,566-590-6288,Vanessa Gaco,093 Hamilton River Apt. 216,Canton,Kentucky,Vanuatu,85941,WFOB94330559574326,19508.06,25541.42,41030.84,2001,49620.78,8159.61,23174.99,64617.4,72779.43,62327.29,2439.61,46741.42,64236.13,60786.28,US,14904.68,77181.58,61125.6,90376.16,MD,549-50-2018,77978.12,Charles Schwab,SCHW
946-73-1845,914-87 1072,Rockey Bawa,"2224 Corey Cove
East Samuelhaven, TN 96826",Gastonia,Massachusetts,Finland,85437,715.627.1307,Leshay Varice,651 Michael Way Apt. 354,Gastonia,Illinois,Kenya,24309,DGGU69449002265884,47242.91,82409.31,32363.42,1997,22091.17,49404.67,78455.11,58459.72,54405.23,37403.25,18132.35,25708.65,75096.07,63314.46,US,50350.66,50859.72,54303.51,307.87,OH,336-02-4990,83966.57,Raytheon Technologies,RTX
984-87-6179,984-86 6204,Mari Thomas,"235 Perkins Shores
East Sabrinamouth, IA 40349",Glendale,Louisiana,Panama,55234,(400)270-0578,Susan Huber,7447 Paula Landing Suite 908,Farmington Hills,Tennessee,Iceland,49523,BLDU02900571160998,40470.63,71415.99,36988.32,1998,53460.14,67416.76,18929,2910.68,8025.71,4033.71,89423.76,70736.61,90716.75,36236.09,US,33268.75,63081.31,74334.02,65245.06,MO,713-83-0613,54345.81,Lam Research,LRCX
969-78-1148,919-70-3347,Roy ,"085 Crystal Ford
Lesliechester, MO 67259",Santa Ana,Tennessee,Solomon Islands,3390,+1-771-849-5844,Mohamad Alhasn,5172 Middleton Shore,Kansas City,Minnesota,Haiti,24141,XXYZ86908845365020,67703.19,41630.08,58300.58,2006,29658.24,4663.35,58985.26,1971.97,50855.24,87878.14,72628.97,14736.26,24704.67,6206.19,US,56735.38,58079.85,1816.64,51667.14,MN,310-88-4534,46764,Nextera Energy,NEE
987-85-9872,904 89 0431,Alexandra Cruz,"USNV Griffin
FPO AP 79114",Concord,California,Kyrgyzstan,881,(871)834-2334,Kayla Robinson,01329 Jason Way,Carlsbad,Mississippi,Japan,74589,CSNR54648752055275,69743.45,70251.41,50403.69,2006,5966.27,19873.05,29025.8,17647.51,68328.71,53986.75,34481.84,97326.27,59483.33,95222.14,US,33506.82,51344.44,36587.73,36146.37,NM,663-01-1049,81583.08,AT&T,T
948 70 5276,912-75 0121,Shay Gibson,"2750 Emily Ranch
Hardyshire, MS 29183",Frisco,Iowa,Bulgaria,3870,731.524.1619,Jon Spera,309 Brown Well Apt. 953,Milpitas,Arizona,Solomon Islands,32213,VBLF81631616039982,30869.94,23816.47,87489.02,2016,52962.48,52303.4,7601.96,28546,88760.59,92455.44,41684.99,25723.41,73010.44,26441.35,US,72689.81,47301.82,22667.6,47777.69,GA,566-55-3748,14089.27,Booking Holdings (Booking.com),BKNG
970 78-4748,901 83 2636,Laci Aliyah,"796 Angela Court Apt. 002
Scotthaven, MN 73141",Chandler,Missouri,Seychelles,27102,538.952.5949,Robert Payton,57306 White Plains Apt. 009,South Bend,North Dakota,Antigua and Barbuda,37847,MCXJ26483531420227,81901.44,46111.81,34823.73,2006,74844.04,19144.28,80323.31,89762.34,64184.18,63998.81,90437.33,8643.43,69956.23,47904.66,US,96559.91,8431.52,53775.77,61712.58,WA,396-42-1939,13332.55,Elevance Health,ELV
988 79-8628,900-77-7790,Evelyn Larsen,"7526 James Branch
Mitchellmouth, WY 28421",Augusta,Iowa,Equatorial Guinea,89186,828.980.9852,Brittany Cage,08528 Timothy Motorway,Hemet,Rhode Island,Mauritius,13001,OWNZ25150487608674,51782.69,90770.31,69464.14,1995,67141.83,7545.8,67203.62,93272.05,53406.83,58980.19,84971.18,48780.16,55687.37,74393.07,US,50814.54,6908.22,51670.05,69358.55,VI,198-28-2049,37104.99,Progressive,PGR
949 72 7580,913 83 5601,Ratu Salifa,"2945 Amy Wells Apt. 905
New Sheri, PW 78650",Yuma,Pennsylvania,India,71188,307.976.0280,Erin Ragsdale,15546 Frazier Meadow Apt. 876,Greeley,Montana,Egypt,97667,VOUI12781624584082,23174.35,525.48,83167.79,2010,86944.39,19854.98,55461.05,57705.64,43601.36,69622.16,10100.78,88138.55,4868.44,75164.17,US,21969.89,56340.49,19756.83,35018.49,WI,094-82-4858,53717.02,TJX Companies,TJX
951 83-5330,985 76 1236,John Johnson,"6162 Rosario Brook Apt. 351
West Philipbury, NJ 53967",Chino,Michigan,Bahrain,42296,5442655945,Patrick Marshall,733 Weber Freeway,Riverside,Pennsylvania,Mali,55703,AOGJ43137745617160,40360.83,56801.51,52967.32,1998,74423.63,66605.22,81705.62,61848.63,66999.79,41974.66,23728.13,63781.64,27490.72,93773.6,US,71781.9,86493.64,17087.2,95656.37,OK,425-48-5419,12282.78,Boeing,BA
940-77-5064,912 73 6229,Krïßpy Çhîpß,"72418 Collier Parks
Kylehaven, AR 43110",Dallas,Virginia,Zambia,39336,6823587468,Vickie Mickie,82146 White Squares Apt. 980,Cambridge,West Virginia,Armenia,22521,QEYZ09829366547926,58484.74,43142.68,91021.67,2015,37075.18,83195.53,85855.58,37873.82,98751.91,82355.45,50579.66,16857.74,75405.93,1845.62,US,99891.28,68788.07,91052.81,15555.02,MD,090-72-1541,30841.44,Citigroup,C
985-73 6080,930-80 7240,Maria Snpm,"684 Emily Plaza
West Gregory, NH 78256",San Diego,Virginia,Gabon,50234,275.600.4149,Hannah Spra,89314 Dawn Burgs Apt. 513,Kalamazoo,South Carolina,Saudi Arabia,46487,QJXR12965684364764,53874.97,1702.16,63051.24,2018,42271.23,45241.8,37470.61,73890.5,27833.23,5642.53,59457.61,25222.66,23782.41,32597.07,US,35733.44,16723.83,38448.37,25699.51,MA,612-06-1184,56592.46,Vertex Pharmaceuticals,VRTX
907 77 6096,988-77-0021,Takirah Carter,"84345 Moore Stravenue Apt. 876
Lake Gregorybury, VT 02501",Columbia,Washington,Liechtenstein,40610,(502)930-2519,Vita Hawthorne Banks,86364 Williams Oval,Wichita,Florida,Sao Tome and Principe,91053,ARDC77960427338543,4218.53,44384.69,90499.66,2015,77321.14,34293.54,41641.73,59004.19,7899,38771.08,12302.18,7944.92,31625.18,33035.19,US,32592.32,90303.76,88989.01,29473.37,AR,466-98-0697,42066.13,Bristol-Myers Squibb,BMY
970-80-2689,999-70 3369,Codyy London,"124 Keith Vista
North Tammy, WY 56000",Arlington,Hawaii,Cuba,25736,(748)913-1486,Cory Steps,61922 Yoder Forks,Kent,Maryland,Cyprus,49962,ZTYN23839759338432,87205.02,96752.03,44434.61,2012,30758.09,88902.49,67974.65,66029.82,10842.55,96770.26,533.46,91508.84,76381.04,14715.84,US,15433.62,20449.38,3859.64,75099.93,MD,759-83-7786,19711.76,Deere & Company,DE
900-84-8889,903 78-3118,Ezzat Amin,"133 Jackson Lights
Robinland, NV 79303",Bloomington,Pennsylvania,Qatar,38888,792-572-4276,Paulette Preston,1009 Jennifer Ville,Avondale,Louisiana,Suriname,33480,WVYY76034274983953,94801.78,99726.7,61172.68,2015,55634.79,69993.17,9337.45,1042.84,73874.56,77187.59,1569.59,26772.65,36414.01,15077.22,US,61281.79,61099.72,85669.36,57583.61,MO,800-51-0340,46280.76,Lockheed Martin,LMT
928 75-0308,916 87 8599,Geraldine Gloria,"974 Richard Village
West Tiffany, NC 10296",Missouri City,Montana,Comoros,75331,492.757.5089,حسن نور,94194 Ronald Mission Apt. 295,Shreveport,Maine,Micronesia,99420,KNKZ12879851531629,80306.33,6946.02,73804.01,2010,2984.83,52824.26,23691.23,223.5,28124.93,2132.14,73895.8,6325.47,66585.66,52461.12,US,88137.65,47770.28,90026.96,69763.09,KS,511-39-2126,78900.23,Regeneron Pharmaceuticals,REGN
991 72 5719,936-82 9887,Ashley Parker,"43202 White Islands
Wilsonchester, DE 08538",Lansing,Idaho,Guinea-Bissau,56637,+1-377-897-4136,Judy Mills,52196 Hogan Lodge Apt. 192,Las Vegas,Wisconsin,Norway,31767,CUZW50958982031488,56627.85,96101.68,65262.77,2015,60902.28,73651.14,34213.96,48140.87,71144.1,29219.12,26153.85,701.62,80838.89,78332.65,US,89821.14,61346.18,58903.91,67946.82,CT,311-84-4042,66630.94,Airbnb,ABNB
960-71 8319,973-86 8944,Kim Lee,"Unit 2947 Box 3892
DPO AA 39515",Cranston,Delaware,United Arab Emirates,57406,001-588-802-4557,Ladybug Ann,4969 Cole Light Suite 897,Raleigh,North Dakota,Greece,59439,KOTT62866562745030,51585.48,65040.01,8717.68,1991,94720.43,75468.28,80069.15,12211.84,30978.15,25840.98,10220.45,30018.75,77531.37,28194.72,US,84491.1,16820.85,34386.74,40756.29,MN,386-33-5049,63176.68,Micron Technology,MU
995-76 4261,991-85-5890,Thaw Unsafe,"963 Reed Pike
Justinchester, AS 67169",Concord,Nebraska,Chad,94679,774-542-9443,Timothy Giddens,59784 Susan Garden,Springfield,New Jersey,Mozambique,59257,PCTF02130554109511,33267.55,8570.8,22665.14,2003,18006.82,20500.53,1459.27,2026.74,5169.47,21076.33,15063.79,60576.67,16456.33,99272.75,US,13384.5,18414.58,30529.92,77341.59,IL,430-95-3354,74067.85,Starbucks,SBUX
980 80-7782,971 85 7947,علاء علاء ابو,"76188 Hall Ridges Suite 404
Victoriaburgh, ND 02348",Provo,Delaware,Kazakhstan,54713,(204)632-0979,Kim Main,28094 Robert Heights Suite 107,Dallas,Arizona,Ghana,15385,KCWF08072662432941,14525.09,29150.01,58977.7,2019,59827.84,70374.73,94564.57,56571.87,93991.62,2396.58,80535.54,62052.7,22403.65,80641.67,US,89981.9,9902.8,89160.66,3790.42,KS,480-79-4816,15666.14,Marsh & McLennan Companies,MMC
974-82 7620,941 89-5292,أحمد المصطفى,"678 Hinton Squares
Port Nathan, MT 97441",Mission Viejo,New Hampshire,Saint Lucia,49251,282-477-7188,Inkon Inkon,156 Alfred Junction Suite 448,Cape Coral,Illinois,Luxembourg,21119,GHNB17491042736509,17149.19,24918.51,36304.32,2014,63869.57,55643.23,78294.69,42547.5,31349.52,9434.95,74244.07,33369.9,58927.14,86655.48,US,10246.9,81298.28,63470.63,26028.43,OR,826-81-9749,56905.58,Cigna,CI
993-83 3590,979 89-0536,راما الشاميه,"55507 Greene Fall
Seanville, AZ 16615",Mount Vernon,Alabama,Taiwan,33732,4856063260,Jose Nieto,0747 Garcia Fork,Fremont,Florida,Latvia,7174,DACO14619023879265,6126.55,98385.84,99290.57,1995,48332.55,86940.42,93634.98,61238.16,25724.65,67176.85,76351.76,69240.98,54476.35,81478.29,US,3456.58,52885.67,23035.01,29151.44,RI,728-52-9630,9026.57,Automatic Data Processing,ADP
916 87 8599,969 81 8116,Refif Salem,"357 Thornton Isle Apt. 426
Debramouth, FL 81195",Austin,Ohio,Vanuatu,75249,6813852470,Logan Severio,5447 Williams Harbor,Sunrise,Washington,Jordan,36939,JSAS78010525977906,78224.41,31954.74,20808.86,2000,10203.49,77064.62,65581.02,83313.92,54571.24,68743.94,8416.72,25656.95,48677.08,71399.49,US,11799.75,6740.31,805.22,85816.48,TN,743-35-3375,3562.45,Analog Devices,ADI
908 88-8866,933-81 9566,ڪہٰٕٗﹻۛﹷٰﮩمعہٰٕٗﯠڸ ﹾ٭ﹾ,"8613 Ryan Run
Buckmouth, WV 94676",Gainesville,Rhode Island,Lebanon,3553,911.403.1812,Dodie Cusimano,15154 David Corners Suite 326,Syracuse,Texas,Micronesia,43237,HQKF30808023063339,31659.12,61561.01,69262.43,1995,53819.24,94735.58,94838.13,46403.89,45003.16,45052.07,9871.13,95481.94,83125.79,88811.31,US,45054.63,60026.24,52263.08,8898.45,CO,878-91-1241,50505.23,Boston Scientific,BSX
923-86 5963,952-88-0402,عمر كدرو,"93523 Stark Crest Suite 050
Robertland, UT 56386",Chino Hills,Louisiana,Jamaica,27264,+1-481-331-4127,Thaw Unsafe,43121 Hubbard Burg Suite 321,Corona,Oregon,Central African Republic,70412,LBUV07051677792438,79266.82,66388.13,38268.11,2005,18580.1,43911,22859.83,16089.73,65298.75,39364.61,19135.59,83304.62,33305.27,48370.71,US,97.68,60302.23,36104.59,6929.64,NE,600-44-9584,19619.61,Mondelez,MDLZ
964-81 0288,997 84-4626,Aman Kkc,"4770 James Drives
New David, ND 28909",Arlington Heights,Minnesota,Palestine,1675,+1-570-988-3315,Tracy Lehmann,528 Carolyn Point,Arlington,North Dakota,Israel,85474,ILYD98954983234365,54112.34,23755.24,63402.93,2016,37747.46,93347.55,38531.77,65641.93,92248.83,7534.59,5382.75,45276.21,45861.01,99686.24,US,90034.83,6919.68,83411.53,80848,HI,092-70-7589,22707.98,KLA,KLAC
901-71-1141,912 79-9267,Selina Adalyn Sheila,"46061 Finley Falls
Port Michaelville, MT 35609",Columbus,Florida,Monaco,52970,(354)213-6842,روان علي,994 Gonzalez Neck,Mobile,Maryland,South Sudan,38383,HGYR40572226570133,74491.64,33515.28,73047.96,2005,49522.89,112.21,15784.21,86540.65,6838.16,95816.03,68580.37,27391.5,9409.2,39289.35,US,1614.17,26864.67,45222.44,6577.59,KY,275-52-4788,59094.93,Palo Alto Networks,PANW
931-81-5461,928-73-1132,Jokra Ok,"37064 Hunt Inlet Apt. 821
Carlsonberg, UT 18651",Riverside,Montana,Colombia,57093,702.442.5071,Jessica Parker,9797 Wesley Locks,Columbus,Nevada,Monaco,79962,DTYY38498668136209,7240.97,95409.88,68673.81,2010,80336.81,70257.92,28907.42,21490.26,67821.22,73899.84,12510.03,79885.45,60950.44,3561.4,US,58442.16,92909.94,90564.93,84424.19,NV,663-51-2611,67900.49,CVS Health,CVS
991-82 4067,918 79 7135,Ryan Aliya,"1917 Kathryn Forest Suite 302
Keithstad, TN 90482",Aurora,New York,Greece,32790,001-352-986-5668,Adam Taylor,02272 Cantrell Camp Apt. 582,Columbus,Oregon,Malta,17202,OBBT18853252229414,1219.24,46739.71,74465.71,1998,17770.33,5648.12,53884.58,71429.9,11805.67,20207.77,83419.49,90354.65,78271.06,32870.32,US,66402.48,62311.47,5909.49,9048.38,WI,023-71-2361,99665.23,American Tower,AMT
964 76 2100,931 80-0115,Rebecca Cruz,"89856 Harrell Lock Apt. 507
South Duane, MS 31484",Springfield,New Mexico,Bhutan,94947,+1-765-848-6083,Jay Lanclos,7724 Yoder Plaza,Lawrence,Ohio,"Korea, South",74183,WGPR65041959683149,81685.72,76344.93,64364.16,2005,49278.07,81298.2,42445.99,37092.92,26753.61,99946.32,61032.9,81655.46,93413.07,62412,US,89284.57,4986.51,60167.89,49187.18,NE,775-35-6896,8520.72,Gilead Sciences,GILD
953 81-4623,972 75-7442,Reda El,"390 Carlos Islands
Rachelburgh, AS 67447",Evansville,Florida,Kyrgyzstan,63360,(950)504-8489,Carol Grance,572 Hannah Center,Berkeley,Montana,Japan,75373,UWSW89119477434219,15407.11,77894.73,78539.27,2005,58798.08,58238.85,16219.66,15203.3,80878.04,96751.57,67115.49,1725.01,43936.35,1609.76,US,14356.04,30489.52,78395.78,84017.41,NE,878-80-8972,56130.44,Blackstone Group,BX
924 77 8516,996-83 5633,Yadira Bautista Alonso,"293 Ali Turnpike
Serranoport, NV 47729",Antioch,New Jersey,Mauritius,11260,594-429-8516,Kiearre Williams,249 Hodge Harbors,Kennewick,Illinois,Spain,57142,FBQL31849046780630,30506.42,15201.31,49615.07,1993,51370.74,5067.38,63807.84,94126.77,7785,25043.77,31212.39,9942.18,96932.5,7877.08,US,80306.96,79629.89,84968.91,30573.12,CA,784-94-0910,45428.1,Fiserv,FI
921-77 2667,948-70 5279,Becca Smith,"871 Linda Island Suite 536
South Williamport, CO 60722",Chesapeake,Alabama,Botswana,52585,001-947-392-7086,Farron Tackno,97473 Stephanie Turnpike,Arlington,Vermont,Rwanda,45191,KHOU78480133898892,92089.21,77398.68,51613.11,2019,19874.7,80718.39,2754.17,65054.43,47385.2,32653.62,9230.45,10925.87,54739.06,85727.98,US,62245.61,84597.37,63524.84,31323.68,PW,094-72-4121,60534.54,Arista Networks,ANET
960-72-9494,971-74 0750,Christine Kortig,"549 Mcpherson Plain
Donnabury, CT 64217",Lee's Summit,North Carolina,Marshall Islands,89246,+1-831-308-6710,Nicosha K Queen,57361 Charles Common Suite 053,Shreveport,Alabama,Algeria,1714,HMAU20502877087282,12963.81,66466.19,89814.45,1994,47898.28,82149.25,74542.68,39117.85,67306.4,34380.69,94158.94,80224.64,78170.51,18426.11,US,61813.76,23866.04,67425,84176.3,AR,346-22-3532,89268.96,KKR & Co.,KKR
933-81 9566,989-79-0140,Gopal Biswas,"5138 Hopkins Heights Suite 393
East Adamborough, MS 15919",Mobile,Oklahoma,Guinea,55599,001-280-244-9274,Taylor Delaune,51636 Ashley Route Apt. 215,Plantation,Utah,Spain,42851,MMVE65872908773105,41096.71,42275.8,56783.31,1992,14594.95,39771.38,70485.21,5649.7,27619.12,29413.85,15309.66,3321.82,49584.69,15003.02,US,92389.32,1453.2,88445.81,86976.69,MP,133-39-3165,22562.67,Synopsys,SNPS
966 73 5181,998 80 5280,Chumi Chata,"57923 Paul Roads
West Anthony, UT 56100",Rochester,Nebraska,Cuba,87737,+1-219-301-5810,Sneha Pbt,515 Wolfe Spurs,Hialeah,Colorado,Georgia,8095,LEAO16675742706851,86251.25,19401.51,37292,2017,57028.66,66066.34,86861.41,78535.92,83800.88,32641.05,13848.55,56246.43,95652.8,65439.85,US,20387.23,77980.65,96805.86,17463.5,OR,344-65-0467,54538.72,Sherwin-Williams,SHW
938 80 6194,901-87 3901,Duera Julone,"26920 Swanson Lodge Suite 890
Nicholasburgh, NH 39259",Pharr,Florida,Antigua and Barbuda,45750,716-586-3432,Trent Allen,633 Andrew Trafficway Apt. 819,Peoria,Louisiana,Grenada,15631,HTNB50247435299143,76402.61,50427.94,51631.13,2018,85921.4,10542.04,55804.08,97030.81,523.96,556.09,10641.89,13092.11,56614.68,16813.55,US,18274.28,23045.83,67686.58,60427.52,MN,536-02-1070,69248.5,HCA Healthcare,HCA
902 87-5065,909-84-8535,Karina Hernadez,"4986 Bullock Centers Apt. 974
Carolmouth, HI 67123",Odessa,Maryland,Samoa,84903,837.973.3016,Katherine Riggs,5165 Kevin Tunnel Suite 490,Lexington,Vermont,Liberia,73247,HWFL68306744382477,26773.21,28364.03,47835.96,2015,60938.04,78131.78,40796.92,38819.52,33810.07,10479.62,79378.65,31669.07,9714.86,75472.09,US,8781.15,47994.8,78218.93,7878.1,GA,433-40-8067,16948.37,Cadence Design Systems,CDNS
